scaffold,start,end,mid,sites,pi_all,species
IV,11630001,11640000,11635840,2119,0.0003,C. elegans
IV,11640001,11650000,11641630,564,0.0014,C. elegans
IV,11650001,11660000,11655940,2200,0.0004,C. elegans
IV,11660001,11670000,11667503,2170,0.0005,C. elegans
IV,11670001,11680000,11672931,1033,0.0004,C. elegans
IV,11680001,11690000,11685719,2990,0.0005,C. elegans
IV,11690001,11700000,11693363,2001,0.0004,C. elegans
IV,11700001,11710000,11703840,2029,0.0004,C. elegans
IV,11710001,11720000,11715608,2208,0.0004,C. elegans
IV,11720001,11730000,11725166,1093,0.0003,C. elegans
IV,11730001,11740000,11733826,571,0.0003,C. elegans
IV,11740001,11750000,11744576,4105,0.0008,C. elegans
IV,11750001,11760000,11755661,1844,0.0003,C. elegans
IV,11760001,11770000,11763800,1111,0.0011,C. elegans
IV,11770001,11780000,11775803,1711,0.0008,C. elegans
IV,11780001,11790000,11784728,1153,0.0011,C. elegans
IV,11790001,11800000,11794226,3626,0.0007,C. elegans
IV,11800001,11810000,11805953,1347,0.0006,C. elegans
IV,11810001,11820000,11814331,1802,0.0006,C. elegans
IV,11820001,11830000,11824436,757,0.0013,C. elegans
IV,11830001,11840000,11838583,462,0.0011,C. elegans
IV,11840001,11850000,11844758,1342,0.0008,C. elegans
IV,11850001,11860000,11853635,1283,0.0007,C. elegans
IV,11860001,11870000,11863827,447,0.0016,C. elegans
IV,11870001,11880000,11872136,969,0.0008,C. elegans
IV,11880001,11890000,11884645,1642,0.0007,C. elegans
IV,11890001,11900000,11894307,1057,0.0011,C. elegans
IV,11900001,11910000,11904848,2248,0.0005,C. elegans
IV,11910001,11920000,11915827,1529,0.0011,C. elegans
IV,11920001,11930000,11927378,2459,0.0005,C. elegans
IV,11930001,11940000,11935518,999,0.0004,C. elegans
IV,11940001,11950000,11945086,2942,0.0003,C. elegans
IV,11950001,11960000,11954655,3837,0.0011,C. elegans
IV,11960001,11970000,11965645,2308,0.001,C. elegans
IV,11970001,11980000,11976192,3691,0.0005,C. elegans
IV,11980001,11990000,11985476,3622,0.0002,C. elegans
IV,11990001,12000000,11990771,488,0.0,C. elegans
IV,12000001,12010000,12004801,871,0.0002,C. elegans
IV,12010001,12020000,12014950,2261,0.0004,C. elegans
IV,12020001,12030000,12026198,409,0.0012,C. elegans
IV,12030001,12040000,12031318,466,0.0,C. elegans
IV,12040001,12050000,12044138,2766,0.0004,C. elegans
IV,12050001,12060000,12057763,1767,0.0007,C. elegans
IV,12060001,12070000,12065714,1707,0.0005,C. elegans
IV,12070001,12080000,12076684,2532,0.0006,C. elegans
IV,12080001,12090000,12084317,968,0.0002,C. elegans
IV,12090001,12100000,12095156,2606,0.0004,C. elegans
IV,12100001,12110000,12104455,1888,0.0003,C. elegans
IV,12110001,12120000,12113990,1679,0.0006,C. elegans
IV,12120001,12130000,12122145,862,0.0005,C. elegans
IV,12130001,12140000,12133863,2706,0.0002,C. elegans
IV,12140001,12150000,12144540,3578,0.0005,C. elegans
IV,12150001,12160000,12159477,560,0.0019,C. elegans
IV,12160001,12170000,12162845,1393,0.0011,C. elegans
IV,12170001,12180000,12173881,1246,0.0006,C. elegans
IV,12180001,12190000,12186063,370,0.0008,C. elegans
IV,12190001,12200000,12196314,846,0.0004,C. elegans
IV,12200001,12210000,12204427,1234,0.0003,C. elegans
IV,12210001,12220000,12213902,1732,0.0018,C. elegans
IV,12220001,12230000,12223569,1190,0.0012,C. elegans
IV,12230001,12240000,12235784,903,0.0001,C. elegans
IV,12240001,12250000,12244517,1062,0.0012,C. elegans
IV,12250001,12260000,12255507,3555,0.001,C. elegans
IV,12260001,12270000,12265054,3769,0.0013,C. elegans
IV,12270001,12280000,12274320,3098,0.0006,C. elegans
IV,12280001,12290000,12284508,2014,0.0003,C. elegans
IV,12290001,12300000,12295457,1367,0.0008,C. elegans
IV,12300001,12310000,12304457,2134,0.0004,C. elegans
IV,12320001,12330000,12326814,677,0.0011,C. elegans
IV,12330001,12340000,12334785,2303,0.0008,C. elegans
IV,12340001,12350000,12345223,3003,0.0004,C. elegans
IV,12350001,12360000,12358277,1598,0.0002,C. elegans
IV,12360001,12370000,12368961,962,0.0006,C. elegans
IV,12370001,12380000,12376696,1951,0.0013,C. elegans
IV,12380001,12390000,12382937,3357,0.0011,C. elegans
IV,12390001,12400000,12396050,2438,0.0012,C. elegans
IV,12400001,12410000,12406510,2545,0.0004,C. elegans
IV,12410001,12420000,12411647,478,0.0014,C. elegans
IV,12420001,12430000,12422736,1192,0.0012,C. elegans
IV,12430001,12440000,12434093,1528,0.0023,C. elegans
IV,12440001,12450000,12444224,2531,0.0032,C. elegans
IV,12450001,12460000,12453452,1469,0.0004,C. elegans
IV,12460001,12470000,12461978,625,0.0008,C. elegans
IV,12470001,12480000,12474754,2117,0.0001,C. elegans
IV,12480001,12490000,12484340,2224,0.0001,C. elegans
IV,12490001,12500000,12494315,2020,0.0005,C. elegans
IV,12500001,12510000,12504307,2366,0.0006,C. elegans
IV,12510001,12520000,12514862,1795,0.0004,C. elegans
IV,12520001,12530000,12527220,1885,0.0003,C. elegans
IV,12530001,12540000,12535477,2298,0.0005,C. elegans
IV,12540001,12550000,12548770,437,0.0006,C. elegans
IV,12550001,12560000,12554892,1784,0.0001,C. elegans
IV,12560001,12570000,12564547,2492,0.0005,C. elegans
IV,12570001,12580000,12575339,1188,0.0003,C. elegans
IV,12580001,12590000,12586024,1274,0.0004,C. elegans
IV,12590001,12600000,12592177,932,0.0002,C. elegans
IV,12600001,12610000,12603642,1563,0.0004,C. elegans
IV,12610001,12620000,12613717,1836,0.0004,C. elegans
IV,12620001,12630000,12626112,837,0.0001,C. elegans
IV,12630001,12640000,12632265,1218,0.0017,C. elegans
IV,12640001,12650000,12643615,1758,0.0005,C. elegans
IV,12650001,12660000,12653812,2560,0.0003,C. elegans
IV,12660001,12670000,12665161,1209,0.0005,C. elegans
IV,12670001,12680000,12675385,1027,0.0,C. elegans
IV,12680001,12690000,12685044,2974,0.0008,C. elegans
IV,12690001,12700000,12693719,2008,0.0003,C. elegans
IV,12700001,12710000,12706245,2080,0.0001,C. elegans
IV,12710001,12720000,12715433,2489,0.0009,C. elegans
IV,12720001,12730000,12726262,1045,0.0002,C. elegans
IV,12730001,12740000,12736231,979,0.0007,C. elegans
IV,12740001,12750000,12743387,2030,0.0007,C. elegans
IV,12750001,12760000,12755279,1620,0.0002,C. elegans
IV,12770001,12780000,12776464,1003,0.0011,C. elegans
IV,12780001,12790000,12784885,1380,0.0016,C. elegans
IV,12790001,12800000,12792902,1377,0.0011,C. elegans
IV,12800001,12810000,12807384,853,0.0013,C. elegans
IV,12810001,12820000,12815713,2854,0.001,C. elegans
IV,12820001,12830000,12824898,818,0.0011,C. elegans
IV,12830001,12840000,12834341,2327,0.0053,C. elegans
IV,12840001,12850000,12845878,1312,0.0024,C. elegans
IV,12850001,12860000,12855487,970,0.0036,C. elegans
IV,12860001,12870000,12865860,1800,0.0069,C. elegans
IV,12870001,12880000,12871442,1530,0.0039,C. elegans
IV,12880001,12890000,12883243,1222,0.0037,C. elegans
IV,12890001,12900000,12895319,1924,0.0027,C. elegans
IV,12900001,12910000,12905342,884,0.0008,C. elegans
IV,12910001,12920000,12913202,1761,0.0004,C. elegans
IV,12920001,12930000,12924180,1326,0.0005,C. elegans
IV,12930001,12940000,12933794,2053,0.0007,C. elegans
IV,12940001,12950000,12945232,1951,0.0022,C. elegans
IV,12950001,12960000,12950874,452,0.0006,C. elegans
IV,12960001,12970000,12966706,412,0.0006,C. elegans
IV,12970001,12980000,12972658,922,0.0006,C. elegans
IV,12980001,12990000,12985910,930,0.0019,C. elegans
IV,12990001,13000000,12992976,1805,0.0048,C. elegans
IV,13000001,13010000,13007088,1779,0.0008,C. elegans
IV,13010001,13020000,13013514,1233,0.0005,C. elegans
IV,13020001,13030000,13024518,855,0.0006,C. elegans
IV,13030001,13040000,13033962,2163,0.0005,C. elegans
IV,13040001,13050000,13047067,1897,0.0006,C. elegans
IV,13050001,13060000,13055720,1413,0.0002,C. elegans
IV,13060001,13070000,13064550,2507,0.0014,C. elegans
IV,13070001,13080000,13074235,2454,0.0008,C. elegans
IV,13080001,13090000,13085997,1736,0.0007,C. elegans
IV,13090001,13100000,13094415,2461,0.0002,C. elegans
IV,13100001,13110000,13103846,1551,0.0003,C. elegans
IV,13110001,13120000,13114589,869,0.0004,C. elegans
IV,13120001,13130000,13124585,697,0.0007,C. elegans
IV,13130001,13140000,13135301,756,0.0001,C. elegans
IV,13140001,13150000,13143570,2786,0.0008,C. elegans
IV,13150001,13160000,13157330,568,0.0003,C. elegans
IV,13160001,13170000,13165259,1744,0.0017,C. elegans
IV,13170001,13180000,13176440,374,0.0,C. elegans
IV,13180001,13190000,13184406,1674,0.0017,C. elegans
IV,13190001,13200000,13193721,1780,0.0004,C. elegans
IV,13200001,13210000,13206903,1495,0.0016,C. elegans
IV,13210001,13220000,13214449,870,0.0016,C. elegans
IV,13220001,13230000,13225806,1660,0.0022,C. elegans
IV,13230001,13240000,13232481,1085,0.0005,C. elegans
IV,13240001,13250000,13244019,1458,0.0003,C. elegans
IV,13250001,13260000,13256524,873,0.0007,C. elegans
IV,13260001,13270000,13266509,960,0.0007,C. elegans
IV,13270001,13280000,13278923,500,0.0,C. elegans
IV,13280001,13290000,13287499,451,0.0028,C. elegans
IV,13290001,13300000,13294936,1912,0.0005,C. elegans
IV,13300001,13310000,13306812,767,0.0014,C. elegans
IV,13310001,13320000,13315889,247,0.0019,C. elegans
IV,13320001,13330000,13325521,1116,0.0013,C. elegans
IV,13330001,13340000,13337142,1505,0.0012,C. elegans
IV,13340001,13350000,13346620,1018,0.0017,C. elegans
IV,13350001,13360000,13356118,1161,0.0012,C. elegans
IV,13360001,13370000,13366267,858,0.0003,C. elegans
IV,13380001,13390000,13383344,1353,0.0016,C. elegans
IV,13390001,13400000,13393214,1675,0.0004,C. elegans
IV,13400001,13410000,13404583,1163,0.0026,C. elegans
IV,13410001,13420000,13413410,556,0.0021,C. elegans
IV,13420001,13430000,13425256,1303,0.0013,C. elegans
IV,13430001,13440000,13435061,813,0.0008,C. elegans
IV,13440001,13450000,13446609,1026,0.0002,C. elegans
IV,13450001,13460000,13456041,841,0.0014,C. elegans
IV,13460001,13470000,13466299,453,0.0018,C. elegans
IV,13470001,13480000,13474717,2524,0.0011,C. elegans
IV,13480001,13490000,13485463,1218,0.0009,C. elegans
IV,13490001,13500000,13494059,1316,0.0019,C. elegans
IV,13500001,13510000,13504254,1109,0.0007,C. elegans
IV,13510001,13520000,13516294,944,0.0033,C. elegans
IV,13520001,13530000,13527264,2073,0.0031,C. elegans
IV,13530001,13540000,13534642,921,0.0013,C. elegans
IV,13540001,13550000,13542694,892,0.0012,C. elegans
IV,13550001,13560000,13556640,1027,0.0006,C. elegans
IV,13560001,13570000,13565593,1589,0.0002,C. elegans
IV,13570001,13580000,13572628,857,0.0009,C. elegans
IV,13580001,13590000,13586476,2113,0.0011,C. elegans
IV,13590001,13600000,13593077,1222,0.0011,C. elegans
IV,13600001,13610000,13603943,1072,0.0005,C. elegans
IV,13610001,13620000,13615138,2541,0.0012,C. elegans
IV,13620001,13630000,13625281,1689,0.0013,C. elegans
IV,13630001,13640000,13633549,1307,0.001,C. elegans
IV,13640001,13650000,13647430,462,0.0006,C. elegans
IV,13650001,13660000,13656740,2421,0.001,C. elegans
IV,13660001,13670000,13665494,2140,0.0007,C. elegans
IV,13670001,13680000,13672486,393,0.0008,C. elegans
IV,13680001,13690000,13684475,1730,0.0009,C. elegans
IV,13690001,13700000,13695457,1783,0.0015,C. elegans
IV,13710001,13720000,13715734,3051,0.0019,C. elegans
IV,13720001,13730000,13724614,2195,0.0023,C. elegans
IV,13730001,13740000,13739845,298,0.0016,C. elegans
IV,13740001,13750000,13746173,1302,0.0022,C. elegans
IV,13750001,13760000,13754075,2038,0.0009,C. elegans
IV,13760001,13770000,13765030,422,0.0008,C. elegans
IV,13770001,13780000,13775091,2104,0.0003,C. elegans
IV,13780001,13790000,13785676,1545,0.0005,C. elegans
IV,13790001,13800000,13796259,1134,0.0015,C. elegans
IV,13800001,13810000,13805251,2161,0.0013,C. elegans
IV,13810001,13820000,13816226,1271,0.0004,C. elegans
IV,13820001,13830000,13824343,2821,0.0008,C. elegans
IV,13830001,13840000,13834678,2805,0.0009,C. elegans
IV,13840001,13850000,13845345,1555,0.001,C. elegans
IV,13850001,13860000,13856261,1927,0.0004,C. elegans
IV,13860001,13870000,13865603,1671,0.0012,C. elegans
IV,13870001,13880000,13874706,2660,0.0012,C. elegans
IV,13880001,13890000,13882600,689,0.0015,C. elegans
IV,13890001,13900000,13893838,1489,0.001,C. elegans
IV,13900001,13910000,13905208,2126,0.001,C. elegans
IV,13910001,13920000,13916127,1368,0.0012,C. elegans
IV,13920001,13930000,13921295,852,0.0013,C. elegans
IV,13930001,13940000,13936376,283,0.0013,C. elegans
IV,13940001,13950000,13943908,1376,0.0008,C. elegans
IV,13950001,13960000,13955261,2897,0.0016,C. elegans
IV,13960001,13970000,13964012,2002,0.0027,C. elegans
IV,13970001,13980000,13972014,893,0.0011,C. elegans
IV,13980001,13990000,13985048,2086,0.002,C. elegans
IV,13990001,14000000,13994479,2061,0.003,C. elegans
IV,14000001,14010000,14004822,944,0.0004,C. elegans
IV,14010001,14020000,14015583,1161,0.0007,C. elegans
IV,14020001,14030000,14025620,1961,0.0013,C. elegans
IV,14030001,14040000,14031402,1101,0.0009,C. elegans
IV,14040001,14050000,14042449,1130,0.0008,C. elegans
IV,14050001,14060000,14055256,2023,0.0022,C. elegans
IV,14060001,14070000,14062801,1133,0.0025,C. elegans
IV,14070001,14080000,14074453,2680,0.0011,C. elegans
IV,14080001,14090000,14082944,1518,0.0007,C. elegans
IV,14090001,14100000,14093326,973,0.0009,C. elegans
IV,14100001,14110000,14109845,308,0.0005,C. elegans
IV,14110001,14120000,14115622,1399,0.0006,C. elegans
IV,14120001,14130000,14128231,553,0.0015,C. elegans
IV,14130001,14140000,14138297,446,0.0002,C. elegans
IV,14140001,14150000,14145319,1487,0.0022,C. elegans
IV,14150001,14160000,14155507,3094,0.0016,C. elegans
IV,14160001,14170000,14164394,1237,0.0006,C. elegans
IV,14170001,14180000,14174297,1211,0.0022,C. elegans
IV,14180001,14190000,14186087,693,0.0038,C. elegans
IV,14190001,14200000,14195363,2010,0.0012,C. elegans
IV,14200001,14210000,14203379,769,0.0034,C. elegans
IV,14210001,14220000,14218204,819,0.0059,C. elegans
IV,14220001,14230000,14225597,1950,0.001,C. elegans
IV,14230001,14240000,14235499,2238,0.0014,C. elegans
IV,14240001,14250000,14242704,420,0.002,C. elegans
IV,14250001,14260000,14253112,2070,0.0006,C. elegans
IV,14260001,14270000,14263266,1167,0.0021,C. elegans
IV,14270001,14280000,14274887,1982,0.0022,C. elegans
IV,14280001,14290000,14282819,985,0.0022,C. elegans
IV,14290001,14300000,14293708,1104,0.0013,C. elegans
IV,14300001,14310000,14303132,828,0.0003,C. elegans
IV,14310001,14320000,14315910,1364,0.0002,C. elegans
IV,14320001,14330000,14324726,2489,0.0006,C. elegans
IV,14330001,14340000,14333591,884,0.001,C. elegans
IV,14340001,14350000,14342087,1814,0.0015,C. elegans
IV,14350001,14360000,14355365,931,0.0026,C. elegans
IV,14360001,14370000,14364356,1120,0.0015,C. elegans
IV,14370001,14380000,14374954,1594,0.0006,C. elegans
IV,14380001,14390000,14384207,1818,0.0009,C. elegans
IV,14390001,14400000,14395482,1903,0.0017,C. elegans
IV,14400001,14410000,14402201,1116,0.0002,C. elegans
IV,14420001,14430000,14422850,1854,0.0006,C. elegans
IV,14430001,14440000,14435174,967,0.0025,C. elegans
IV,14440001,14450000,14443854,2046,0.0017,C. elegans
IV,14450001,14460000,14454522,1681,0.0003,C. elegans
IV,14460001,14470000,14463574,1972,0.001,C. elegans
IV,14470001,14480000,14471947,451,0.0014,C. elegans
IV,14480001,14490000,14487266,621,0.0007,C. elegans
IV,14490001,14500000,14496628,1970,0.0006,C. elegans
IV,14500001,14510000,14500482,438,0.0009,C. elegans
IV,14510001,14520000,14516367,2458,0.0092,C. elegans
IV,14520001,14530000,14523619,2241,0.0059,C. elegans
IV,14530001,14540000,14534942,1745,0.0057,C. elegans
IV,14540001,14550000,14543693,837,0.0079,C. elegans
IV,14550001,14560000,14555105,797,0.001,C. elegans
IV,14560001,14570000,14566383,569,0.0,C. elegans
IV,14570001,14580000,14575135,3150,0.0018,C. elegans
IV,14580001,14590000,14585477,1904,0.0023,C. elegans
IV,14590001,14600000,14595963,1643,0.0006,C. elegans
IV,14600001,14610000,14602278,684,0.0006,C. elegans
IV,14610001,14620000,14616747,1952,0.0008,C. elegans
IV,14620001,14630000,14624006,897,0.0008,C. elegans
IV,14630001,14640000,14632828,1423,0.0026,C. elegans
IV,14640001,14650000,14644012,1555,0.0013,C. elegans
IV,14650001,14660000,14654695,693,0.0011,C. elegans
IV,14660001,14670000,14661995,965,0.0024,C. elegans
IV,14670001,14680000,14675167,2216,0.0011,C. elegans
IV,14680001,14690000,14684971,810,0.0015,C. elegans
IV,14690001,14700000,14694457,2112,0.0011,C. elegans
IV,14700001,14710000,14705399,399,0.0004,C. elegans
IV,14710001,14720000,14714869,2683,0.001,C. elegans
IV,14720001,14730000,14725050,2176,0.0009,C. elegans
IV,14730001,14740000,14736070,2320,0.0011,C. elegans
IV,14740001,14750000,14745925,1479,0.0014,C. elegans
IV,14750001,14760000,14755063,2414,0.0014,C. elegans
IV,14760001,14770000,14763924,1215,0.0021,C. elegans
IV,14770001,14780000,14775519,2091,0.0019,C. elegans
IV,14780001,14790000,14784887,896,0.0012,C. elegans
IV,14790001,14800000,14793476,1656,0.0004,C. elegans
IV,14800001,14810000,14804422,1642,0.0009,C. elegans
IV,14810001,14820000,14815093,1398,0.0023,C. elegans
IV,14820001,14830000,14827105,1998,0.0008,C. elegans
IV,14830001,14840000,14836818,1528,0.0008,C. elegans
IV,14840001,14850000,14845696,1293,0.0011,C. elegans
IV,14850001,14860000,14853362,1530,0.0007,C. elegans
IV,14860001,14870000,14868197,1852,0.0007,C. elegans
IV,14870001,14880000,14875903,1760,0.0009,C. elegans
IV,14880001,14890000,14885586,1914,0.0014,C. elegans
IV,14890001,14900000,14893827,1533,0.0007,C. elegans
IV,14900001,14910000,14909709,358,0.0002,C. elegans
IV,14910001,14920000,14915760,1597,0.0021,C. elegans
IV,14920001,14930000,14922105,1201,0.0007,C. elegans
IV,14930001,14940000,14931476,728,0.0041,C. elegans
IV,14940001,14950000,14944180,2245,0.0008,C. elegans
IV,14950001,14960000,14954925,1197,0.0008,C. elegans
IV,14960001,14970000,14963799,2065,0.0012,C. elegans
IV,14970001,14980000,14973297,1681,0.0009,C. elegans
IV,14980001,14990000,14984746,1718,0.0005,C. elegans
IV,14990001,15000000,14995098,1124,0.0012,C. elegans
IV,15010001,15020000,15016171,1959,0.0016,C. elegans
IV,15020001,15030000,15024649,2355,0.0007,C. elegans
IV,15030001,15040000,15036040,1035,0.0009,C. elegans
IV,15040001,15050000,15046028,1850,0.0014,C. elegans
IV,15050001,15060000,15052302,1624,0.0009,C. elegans
IV,15060001,15070000,15064295,1833,0.0023,C. elegans
IV,15080001,15090000,15085552,974,0.0024,C. elegans
IV,15090001,15100000,15096987,746,0.0019,C. elegans
IV,15100001,15110000,15104160,2019,0.0019,C. elegans
IV,15110001,15120000,15116783,1461,0.0015,C. elegans
IV,15120001,15130000,15125630,441,0.0019,C. elegans
IV,15130001,15140000,15134347,1098,0.0019,C. elegans
IV,15140001,15150000,15143859,791,0.0019,C. elegans
IV,15150001,15160000,15153174,370,0.0018,C. elegans
IV,15160001,15170000,15164773,408,0.0002,C. elegans
IV,15170001,15180000,15174441,1109,0.0023,C. elegans
IV,15180001,15190000,15186203,747,0.0028,C. elegans
IV,15190001,15200000,15195870,1610,0.0047,C. elegans
IV,15200001,15210000,15203120,1205,0.0019,C. elegans
IV,15210001,15220000,15212571,900,0.0029,C. elegans
IV,15220001,15230000,15227058,449,0.0086,C. elegans
IV,15230001,15240000,15235304,974,0.0012,C. elegans
IV,15240001,15250000,15245626,2042,0.0019,C. elegans
IV,15250001,15260000,15255327,1762,0.0027,C. elegans
IV,15260001,15270000,15265623,2040,0.0038,C. elegans
IV,15270001,15280000,15277090,1134,0.0052,C. elegans
IV,15280001,15290000,15286015,1743,0.0019,C. elegans
IV,15290001,15300000,15296751,869,0.0022,C. elegans
IV,15300001,15310000,15306056,2370,0.0017,C. elegans
IV,15310001,15320000,15313768,586,0.007,C. elegans
IV,15320001,15330000,15327017,1314,0.0048,C. elegans
IV,15330001,15340000,15333381,1249,0.0008,C. elegans
IV,15340001,15350000,15345977,917,0.0025,C. elegans
IV,15350001,15360000,15353223,1288,0.003,C. elegans
IV,15360001,15370000,15363039,1216,0.0018,C. elegans
IV,15370001,15380000,15375842,720,0.0014,C. elegans
IV,15380001,15390000,15384917,1736,0.0019,C. elegans
IV,15390001,15400000,15395371,937,0.002,C. elegans
IV,15400001,15410000,15405195,1504,0.0023,C. elegans
IV,15410001,15420000,15415288,1284,0.0014,C. elegans
IV,15420001,15430000,15425863,1502,0.0006,C. elegans
IV,15430001,15440000,15435127,2531,0.0025,C. elegans
IV,15460001,15470000,15466926,963,0.0014,C. elegans
IV,15470001,15480000,15476003,427,0.0024,C. elegans
IV,15490001,15500000,15496563,341,0.0008,C. elegans
IV,15500001,15510000,15504124,889,0.0016,C. elegans
IV,15510001,15520000,15515968,2390,0.0022,C. elegans
IV,15520001,15530000,15522996,1341,0.0012,C. elegans
IV,15530001,15540000,15535881,1559,0.0023,C. elegans
IV,15540001,15550000,15541293,667,0.0009,C. elegans
IV,15550001,15560000,15554981,2620,0.0029,C. elegans
IV,15560001,15570000,15566033,1708,0.0031,C. elegans
IV,15570001,15580000,15574908,2631,0.0017,C. elegans
IV,15580001,15590000,15587095,1053,0.0023,C. elegans
IV,15590001,15600000,15595158,460,0.0141,C. elegans
IV,15600001,15610000,15604931,2656,0.0023,C. elegans
IV,15610001,15620000,15610498,182,0.0059,C. elegans
IV,15620001,15630000,15626316,1362,0.0047,C. elegans
IV,15630001,15640000,15631465,634,0.0042,C. elegans
IV,15640001,15650000,15643132,1645,0.0044,C. elegans
IV,15650001,15660000,15656584,1321,0.0013,C. elegans
IV,15660001,15670000,15664746,617,0.0024,C. elegans
IV,15670001,15680000,15672901,956,0.0015,C. elegans
IV,15680001,15690000,15687194,366,0.0021,C. elegans
IV,15690001,15700000,15692370,407,0.0037,C. elegans
IV,15700001,15710000,15704899,744,0.0015,C. elegans
IV,15710001,15720000,15715483,2045,0.0013,C. elegans
IV,15720001,15730000,15726811,1227,0.0005,C. elegans
IV,15730001,15740000,15734622,1157,0.0002,C. elegans
IV,15740001,15750000,15744181,1009,0.0002,C. elegans
IV,15750001,15760000,15755919,1655,0.003,C. elegans
IV,15760001,15770000,15763563,922,0.0029,C. elegans
IV,15770001,15780000,15774987,1433,0.0034,C. elegans
IV,15780001,15790000,15784864,1491,0.0047,C. elegans
IV,15790001,15800000,15795090,2423,0.0017,C. elegans
IV,15800001,15810000,15804057,1402,0.0012,C. elegans
IV,15810001,15820000,15815266,2121,0.0011,C. elegans
IV,15820001,15830000,15823961,1314,0.0024,C. elegans
IV,15830001,15840000,15835203,1413,0.0018,C. elegans
IV,15840001,15850000,15844268,935,0.0033,C. elegans
IV,15850001,15860000,15854992,1805,0.0034,C. elegans
IV,15860001,15870000,15864154,2290,0.0012,C. elegans
IV,15870001,15880000,15876289,2559,0.0016,C. elegans
IV,15880001,15890000,15883796,440,0.0009,C. elegans
IV,15890001,15900000,15894765,1003,0.0014,C. elegans
IV,15900001,15910000,15903453,482,0.0011,C. elegans
IV,15910001,15920000,15915449,1278,0.0019,C. elegans
IV,15920001,15930000,15923809,561,0.0042,C. elegans
IV,15930001,15940000,15935190,2154,0.0016,C. elegans
IV,15940001,15950000,15944365,1208,0.0037,C. elegans
IV,15950001,15960000,15953258,741,0.0054,C. elegans
IV,15960001,15970000,15968005,682,0.0016,C. elegans
IV,15970001,15980000,15977960,825,0.0009,C. elegans
IV,15980001,15990000,15989701,597,0.0027,C. elegans
IV,15990001,16000000,15994311,749,0.002,C. elegans
IV,16000001,16010000,16002717,1775,0.0021,C. elegans
IV,16010001,16020000,16013946,946,0.0028,C. elegans
IV,16020001,16030000,16026451,725,0.0012,C. elegans
IV,16030001,16040000,16035625,1225,0.003,C. elegans
IV,16050001,16060000,16050755,363,0.001,C. elegans
IV,16060001,16070000,16069845,310,0.001,C. elegans
IV,16070001,16080000,16073752,719,0.0054,C. elegans
IV,16080001,16090000,16084672,2390,0.0026,C. elegans
IV,16090001,16100000,16094118,899,0.0027,C. elegans
IV,16100001,16110000,16105303,545,0.0023,C. elegans
IV,16110001,16120000,16116387,2299,0.002,C. elegans
IV,16120001,16130000,16123932,910,0.0025,C. elegans
IV,16140001,16150000,16143209,1253,0.0014,C. elegans
IV,16150001,16160000,16154184,1093,0.0018,C. elegans
IV,16160001,16170000,16163873,2476,0.003,C. elegans
IV,16170001,16180000,16176233,533,0.002,C. elegans
IV,16180001,16190000,16184955,364,0.005,C. elegans
IV,16190001,16200000,16195611,2058,0.002,C. elegans
IV,16200001,16210000,16205743,1426,0.0056,C. elegans
IV,16210001,16220000,16217418,531,0.0043,C. elegans
IV,16220001,16230000,16222892,824,0.0074,C. elegans
IV,16230001,16240000,16230957,895,0.0041,C. elegans
IV,16240001,16250000,16243107,2047,0.003,C. elegans
IV,16250001,16260000,16254696,3047,0.002,C. elegans
IV,16260001,16270000,16263805,1262,0.0009,C. elegans
IV,16270001,16280000,16273296,848,0.0011,C. elegans
IV,16280001,16290000,16282905,679,0.0018,C. elegans
IV,16350001,16360000,16357527,307,0.0016,C. elegans
IV,16360001,16370000,16363230,941,0.0016,C. elegans
IV,16370001,16380000,16373760,2513,0.0009,C. elegans
IV,16380001,16390000,16384594,396,0.002,C. elegans
IV,16400001,16410000,16403572,166,0.0027,C. elegans
IV,16410001,16420000,16413970,507,0.0029,C. elegans
IV,16420001,16430000,16423733,728,0.0007,C. elegans
IV,16430001,16440000,16434919,666,0.0075,C. elegans
IV,16440001,16450000,16444974,1487,0.0031,C. elegans
IV,16450001,16460000,16454220,1326,0.0028,C. elegans
IV,16460001,16470000,16461337,784,0.0097,C. elegans
IV,16470001,16480000,16475415,919,0.0054,C. elegans
IV,16480001,16490000,16483542,882,0.0049,C. elegans
IV,16490001,16500000,16498149,628,0.0016,C. elegans
IV,16500001,16510000,16501504,336,0.0008,C. elegans
IV,16510001,16520000,16512690,492,0.0022,C. elegans
IV,16520001,16530000,16528281,419,0.0009,C. elegans
IV,16530001,16540000,16532964,456,0.0033,C. elegans
IV,16540001,16550000,16545476,3095,0.0012,C. elegans
IV,16560001,16570000,16565035,1528,0.0015,C. elegans
IV,16570001,16580000,16573692,2149,0.0018,C. elegans
IV,16580001,16590000,16584202,605,0.0042,C. elegans
IV,16590001,16600000,16598974,202,0.0051,C. elegans
IV,16600001,16610000,16606823,852,0.0032,C. elegans
IV,16610001,16620000,16613919,1317,0.0042,C. elegans
IV,16620001,16630000,16623908,1051,0.0038,C. elegans
IV,16630001,16640000,16637365,1215,0.005,C. elegans
IV,16640001,16650000,16642646,551,0.0036,C. elegans
IV,16650001,16660000,16654493,1246,0.0012,C. elegans
IV,16660001,16670000,16663003,2432,0.0019,C. elegans
IV,16670001,16680000,16675388,1284,0.0014,C. elegans
IV,16680001,16690000,16683116,1032,0.0008,C. elegans
IV,16690001,16700000,16694721,2271,0.0016,C. elegans
IV,16700001,16710000,16704326,1099,0.0015,C. elegans
IV,16710001,16720000,16711134,267,0.0019,C. elegans
